name	path	emotion	actor
01-01-08-01-01-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-01-02-02.wav	Surprise	2
01-01-08-02-02-01-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-02-02-01-22.wav	Surprise	22
01-01-08-02-01-02-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-02-01-02-06.wav	Surprise	6
01-01-06-01-01-02-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-01-02-17.wav	Fear	17
01-01-04-02-01-02-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-01-02-17.wav	Sad	17
01-01-01-01-01-01-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-01-18.wav	Neutral	18
01-01-03-02-02-02-16	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-02-02-16.wav	Happy	16
01-01-07-02-01-01-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-01-01-08.wav	Disgust	8
01-01-07-01-02-02-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-02-06.wav	Disgust	6
01-01-06-01-02-01-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-01-01.wav	Fear	1
01-01-07-01-02-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-02-07.wav	Disgust	7
01-01-07-01-02-02-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-02-21.wav	Disgust	21
01-01-07-02-02-02-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-02-08.wav	Disgust	8
01-01-05-01-02-02-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-02-02-17.wav	Angry	17
01-01-05-01-01-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-01-02-02.wav	Angry	2
01-01-04-01-02-01-13	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-02-01-13.wav	Sad	13
01-01-06-02-02-01-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-02-01-02.wav	Fear	2
01-01-06-02-02-01-24	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-02-01-24.wav	Fear	24
01-01-08-01-01-01-24	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-01-01-24.wav	Surprise	24
01-01-02-02-01-02-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-01-02-17.wav	Calm	17
01-01-06-01-02-02-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-02-23.wav	Fear	23
01-01-08-01-02-02-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-02-02-18.wav	Surprise	18
01-01-05-02-01-01-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-01-01-01.wav	Angry	1
01-01-06-02-01-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-02-02.wav	Fear	2
01-01-08-01-02-01-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-02-01-18.wav	Surprise	18
01-01-08-01-02-01-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-02-01-09.wav	Surprise	9
01-01-03-02-02-01-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-02-01-21.wav	Happy	21
01-01-05-02-02-01-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-02-01-07.wav	Angry	7
01-01-04-02-02-02-15	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-02-15.wav	Sad	15
01-01-03-01-01-02-15	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-02-15.wav	Happy	15
01-01-06-02-01-01-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-01-18.wav	Fear	18
01-01-06-01-02-01-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-01-14.wav	Fear	14
01-01-03-01-01-01-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-01-23.wav	Happy	23
01-01-04-02-02-01-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-01-05.wav	Sad	5
01-01-08-02-02-02-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-02-02-02-08.wav	Surprise	8
01-01-05-01-01-01-15	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-01-01-15.wav	Angry	15
01-01-07-02-02-01-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-01-09.wav	Disgust	9
01-01-07-01-02-01-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-01-23.wav	Disgust	23
01-01-08-01-02-02-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-02-02-14.wav	Surprise	14
01-01-06-02-01-02-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-02-14.wav	Fear	14
01-01-02-01-02-01-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-02-01-17.wav	Calm	17
01-01-03-02-01-01-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-01-01-01.wav	Happy	1
01-01-02-02-02-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-02-01-04.wav	Calm	4
01-01-08-01-01-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-01-02-07.wav	Surprise	7
01-01-04-02-02-02-13	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-02-13.wav	Sad	13
01-01-01-01-01-01-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-01-09.wav	Neutral	9
01-01-05-02-01-01-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-01-01-22.wav	Angry	22
01-01-05-02-02-01-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-02-01-06.wav	Angry	6
01-01-07-01-01-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-01-02-07.wav	Disgust	7
01-01-03-01-01-02-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-02-17.wav	Happy	17
01-01-04-02-02-01-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-01-17.wav	Sad	17
01-01-06-01-01-02-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-01-02-18.wav	Fear	18
01-01-04-02-02-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-02-02.wav	Sad	2
01-01-06-02-01-02-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-02-08.wav	Fear	8
01-01-03-02-02-02-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-02-02-23.wav	Happy	23
01-01-05-01-01-01-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-01-01-08.wav	Angry	8
01-01-06-02-01-01-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-01-09.wav	Fear	9
01-01-04-01-01-01-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-01-01-18.wav	Sad	18
01-01-05-02-01-02-15	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-01-02-15.wav	Angry	15
01-01-02-01-02-02-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-02-02-21.wav	Calm	21
01-01-01-01-02-01-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-02-01-08.wav	Neutral	8
01-01-07-02-01-02-03	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-01-02-03.wav	Disgust	3
01-01-08-01-01-01-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-01-01-07.wav	Surprise	7
01-01-05-02-01-01-24	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-01-01-24.wav	Angry	24
01-01-01-01-01-01-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-01-21.wav	Neutral	21
01-01-04-02-02-02-16	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-02-16.wav	Sad	16
01-01-03-02-01-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-01-01-04.wav	Happy	4
01-01-07-01-02-01-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-01-01.wav	Disgust	1
01-01-02-01-01-01-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-01-01-09.wav	Calm	9
01-01-04-02-02-01-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-01-06.wav	Sad	6
01-01-07-02-01-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-01-01-04.wav	Disgust	4
01-01-03-02-02-01-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-02-01-22.wav	Happy	22
01-01-04-01-01-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-01-02-07.wav	Sad	7
01-01-05-01-01-01-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-01-01-02.wav	Angry	2
01-01-08-01-02-01-24	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-02-01-24.wav	Surprise	24
01-01-02-02-01-01-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-01-01-14.wav	Calm	14
01-01-06-01-01-02-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-01-02-04.wav	Fear	4
01-01-08-01-02-01-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-02-01-21.wav	Surprise	21
01-01-05-01-01-02-13	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-01-02-13.wav	Angry	13
01-01-02-02-01-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-01-01-04.wav	Calm	4
01-01-01-01-01-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-02-07.wav	Neutral	7
01-01-05-01-02-02-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-02-02-05.wav	Angry	5
01-01-06-01-02-02-17	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-02-17.wav	Fear	17
01-01-07-02-01-02-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-01-02-08.wav	Disgust	8
01-01-07-02-02-01-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-01-06.wav	Disgust	6
01-01-06-01-02-02-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-02-01.wav	Fear	1
01-01-05-01-01-02-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-01-02-14.wav	Angry	14
01-01-08-01-01-01-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-01-01-22.wav	Surprise	22
01-01-05-01-02-01-24	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-02-01-24.wav	Angry	24
01-01-04-02-02-02-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-02-06.wav	Sad	6
01-01-06-01-01-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-01-01-04.wav	Fear	4
01-01-03-01-01-01-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-01-14.wav	Happy	14
01-01-07-01-01-02-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-01-02-23.wav	Disgust	23
01-01-02-02-02-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-02-02-02.wav	Calm	2
01-01-03-02-01-01-15	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-01-01-15.wav	Happy	15
01-01-07-02-01-01-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-01-01-18.wav	Disgust	18
01-01-03-01-01-01-13	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-01-13.wav	Happy	13
01-01-01-01-02-01-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-02-01-05.wav	Neutral	5
01-01-07-01-01-01-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-01-01-07.wav	Disgust	7
01-01-02-02-02-01-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-02-01-06.wav	Calm	6
01-01-02-01-02-02-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-02-02-08.wav	Calm	8
01-01-02-01-02-01-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-02-01-09.wav	Calm	9
01-01-05-02-01-01-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-01-01-05.wav	Angry	5
01-01-04-01-02-02-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-02-02-01.wav	Sad	1
01-01-06-01-02-01-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-01-22.wav	Fear	22
01-01-03-01-02-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-02-02-02.wav	Happy	2
01-01-03-01-01-01-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-01-02.wav	Happy	2
01-01-06-01-02-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-01-04.wav	Fear	4
01-01-06-01-01-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-01-02-07.wav	Fear	7
01-01-08-02-02-01-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-02-02-01-01.wav	Surprise	1
01-01-05-01-02-01-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-02-01-21.wav	Angry	21
01-01-07-01-01-01-03	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-01-01-03.wav	Disgust	3
01-01-01-01-02-01-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-02-01-02.wav	Neutral	2
01-01-03-02-01-02-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-01-02-01.wav	Happy	1
01-01-06-02-02-02-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-02-02-18.wav	Fear	18
01-01-07-01-02-01-24	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-01-24.wav	Disgust	24
01-01-04-01-02-02-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-02-02-18.wav	Sad	18
01-01-05-01-01-02-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-01-02-01.wav	Angry	1
01-01-07-01-02-02-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-02-01.wav	Disgust	1
01-01-02-02-02-01-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-02-01-05.wav	Calm	5
01-01-02-02-02-02-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-02-02-21.wav	Calm	21
01-01-01-01-02-01-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-02-01-23.wav	Neutral	23
01-01-07-02-02-02-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-02-09.wav	Disgust	9
01-01-05-02-01-01-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-01-01-07.wav	Angry	7
01-01-07-02-02-01-13	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-01-13.wav	Disgust	13
01-01-08-02-01-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-02-01-02-02.wav	Surprise	2
01-01-01-01-01-01-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-01-22.wav	Neutral	22
01-01-02-01-01-02-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-01-02-14.wav	Calm	14
01-01-01-01-01-02-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-02-08.wav	Neutral	8
01-01-08-01-01-02-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-01-02-21.wav	Surprise	21
01-01-07-01-01-02-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-01-02-06.wav	Disgust	6
01-01-04-01-01-01-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-01-01-05.wav	Sad	5
01-01-03-01-02-02-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-02-02-04.wav	Happy	4
01-01-03-01-01-01-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-01-06.wav	Happy	6
01-01-07-02-01-01-13	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-01-01-13.wav	Disgust	13
01-01-06-01-01-02-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-01-02-22.wav	Fear	22
01-01-08-01-01-01-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-01-01-14.wav	Surprise	14
01-01-02-01-01-02-01	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-01-02-01.wav	Calm	1
01-01-07-01-01-01-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-01-01-06.wav	Disgust	6
01-01-06-02-02-02-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-02-02-02.wav	Fear	2
01-01-05-02-02-02-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-02-02-18.wav	Angry	18
01-01-03-02-02-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-02-02-07.wav	Happy	7
01-01-06-02-01-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-02-07.wav	Fear	7
01-01-03-01-01-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-01-04.wav	Happy	4
01-01-04-02-02-01-15	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-02-01-15.wav	Sad	15
01-01-07-01-01-02-09	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-01-02-09.wav	Disgust	9
01-01-06-01-01-02-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-01-02-23.wav	Fear	23
01-01-07-01-02-01-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-01-18.wav	Disgust	18
01-01-06-01-02-02-06	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-01-02-02-06.wav	Fear	6
01-01-03-01-01-02-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-01-02-23.wav	Happy	23
01-01-02-01-02-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-02-02-07.wav	Calm	7
01-01-07-02-02-02-15	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-02-15.wav	Disgust	15
01-01-02-01-01-02-21	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-01-02-21.wav	Calm	21
01-01-08-01-02-02-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-08-01-02-02-07.wav	Surprise	7
01-01-06-02-01-01-07	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-01-07.wav	Fear	7
01-01-04-01-01-02-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-01-02-04.wav	Sad	4
01-01-02-01-02-01-03	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-01-02-01-03.wav	Calm	3
01-01-03-02-02-01-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-02-01-18.wav	Happy	18
01-01-05-01-02-01-03	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-01-02-01-03.wav	Angry	3
01-01-04-01-01-01-22	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-01-01-01-22.wav	Sad	22
01-01-07-02-02-02-14	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-02-14.wav	Disgust	14
01-01-03-02-01-02-03	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-02-01-02-03.wav	Happy	3
01-01-06-02-02-01-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-02-01-04.wav	Fear	4
01-01-06-02-01-02-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-06-02-01-02-04.wav	Fear	4
01-01-03-01-02-02-23	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-03-01-02-02-23.wav	Happy	23
01-01-07-02-01-02-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-01-02-18.wav	Disgust	18
01-01-02-02-01-01-03	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-01-01-03.wav	Calm	3
01-01-01-01-01-01-03	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-01-03.wav	Neutral	3
01-01-07-01-02-02-04	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-01-02-02-04.wav	Disgust	4
01-01-01-01-01-02-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-01-01-01-02-05.wav	Neutral	5
01-01-05-02-01-02-08	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-05-02-01-02-08.wav	Angry	8
01-01-02-02-02-02-18	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-02-02-18.wav	Calm	18
01-01-04-02-01-01-13	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-04-02-01-01-13.wav	Sad	13
01-01-07-02-02-01-05	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-07-02-02-01-05.wav	Disgust	5
01-01-02-02-02-01-02	<RAVDESS_dir>/AV_AUDIOS_16k_mono/01-01-02-02-02-01-02.wav	Calm	2
